Transfers - Purse to Purse - ReachGoalAmount - TransferBackAgain,BaaS_Partner Service,1410881,Run TestCase - CheckPN - ReachGoalAmount,https://gdcqatestrail01/testrail/index.php?/tests/view/177234035,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254570-2024-06-30-05-17-36--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254570-2024-06-30-05-17-36--response.txt
Transfers - Purse to Purse - ReachGoalAmount - NoMoreThanZero,BaaS_Partner Service,1410881,Run TestCase - TransferIn - PrimaryToPurse,https://gdcqatestrail01/testrail/index.php?/tests/view/177234034,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254569-2024-06-30-05-12-50--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254569-2024-06-30-05-12-50--response.txt
Transfers - Purse to Purse -Restricted-PF,BaaS_Partner Service,1410881,Run TestCase - Transfer - Primary to Purse,https://gdcqatestrail01/testrail/index.php?/tests/view/177234038,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254598-2024-06-30-05-11-59--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254598-2024-06-30-05-11-59--response.txt
Transfers - Purse to Purse -Restricted-PF,BaaS_Partner Service,1410881,Run TestCase - Transfer - Primary to Purse again,https://gdcqatestrail01/testrail/index.php?/tests/view/177234038,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254598-2024-06-30-05-03-37--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254598-2024-06-30-05-03-37--response.txt
Transfers - Purse to Purse -Restricted-PF,BaaS_Partner Service,1410881,Get AccountStatusReason,https://gdcqatestrail01/testrail/index.php?/tests/view/177234038,None,None
Transfers - Purse to Purse - NegativeBalance,BaaS_Partner Service,1410881,Run TestCase - GenerateAuthorization,https://gdcqatestrail01/testrail/index.php?/tests/view/177234037,None,None
Transfers - Purse to Purse - SpecialChar,BaaS_Partner Service,1410881,Run TestCase - Transfer - Saving to Saving,https://gdcqatestrail01/testrail/index.php?/tests/view/177234036,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254571-2024-06-30-05-01-27--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254571-2024-06-30-05-01-27--response.txt
Transfers - Purse to Purse - ReachGoalAmount - TransferBackAgain,BaaS_Partner Service,1410881,Run TestCase - TransferOut - PurseToPrimary,https://gdcqatestrail01/testrail/index.php?/tests/view/177234035,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254570-2024-06-30-04-54-42--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254570-2024-06-30-04-54-42--response.txt
Transfers - Purse to Purse - ReachGoalAmount - NoMoreThanZero,BaaS_Partner Service,1410881,Run TestCase - TransferIn - PrimaryToPurse,https://gdcqatestrail01/testrail/index.php?/tests/view/177234034,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254569-2024-06-30-04-51-26--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254569-2024-06-30-04-51-26--response.txt
Transfers - Purse to Purse,BaaS_Partner Service,1410881,Run TestCase - GetTransactions - Default,https://gdcqatestrail01/testrail/index.php?/tests/view/177234032,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254567-2024-06-30-04-45-05--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254567-2024-06-30-04-45-05--response.txt
BillPayTransfer - AccountStatus is Restricted and AccountStatusReason is PotentialFraud,BaaS_Partner Service,1410881,Run TestCase - AddPayee,https://gdcqatestrail01/testrail/index.php?/tests/view/177234104,https://gdcqatestrail01.nextestate.com:448/108/1410881/201255727-2024-06-30-04-18-55--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201255727-2024-06-30-04-18-55--response.txt
Assessment- ACHPull - 24Hour Limit,BaaS_Partner Service,1410881,Run TestCase - ACHCALLBACK,https://gdcqatestrail01/testrail/index.php?/tests/view/177234027,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254435-2024-06-30-04-13-37--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254435-2024-06-30-04-13-37--response.txt
ACHPull - Plaid-CallBack,BaaS_Partner Service,1410881,Run TestCase - ACHCALLBACK,https://gdcqatestrail01/testrail/index.php?/tests/view/177234058,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254739-2024-06-30-04-08-15--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254739-2024-06-30-04-08-15--response.txt
ACHPULL - EmailNotification - ACHPullCancelled,BaaS_Partner Service,1410881,Run TestCase - CheckEmailNotification,https://gdcqatestrail01/testrail/index.php?/tests/view/177234053,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254718-2024-06-30-04-04-24--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254718-2024-06-30-04-04-24--response.txt
ACHPULL - EmailNotification - ACHPullTimelyReturn,BaaS_Partner Service,1410881,Run TestCase - CheckEmailNotification,https://gdcqatestrail01/testrail/index.php?/tests/view/177234052,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254717-2024-06-30-04-02-48--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254717-2024-06-30-04-02-48--response.txt
ACHPULL - EmailNotification - ACHPullSubmitted,BaaS_Partner Service,1410881,Run TestCase - CheckEmailNotification,https://gdcqatestrail01/testrail/index.php?/tests/view/177234051,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254716-2024-06-30-04-01-08--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254716-2024-06-30-04-01-08--response.txt
ACHPULL - EmailNotification - ACHPullReturnReceived,BaaS_Partner Service,1410881,Run TestCase - CheckEmailNotification,https://gdcqatestrail01/testrail/index.php?/tests/view/177234050,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254715-2024-06-30-03-59-29--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254715-2024-06-30-03-59-29--response.txt
ACHPULL - EmailNotification - ACHPullInsufficientFunds,BaaS_Partner Service,1410881,Run TestCase - CheckEmailNotification,https://gdcqatestrail01/testrail/index.php?/tests/view/177234049,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254714-2024-06-30-03-57-23--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254714-2024-06-30-03-57-23--response.txt
ACHPULL - EmailNotification - ACHPullCreditedToAccount,BaaS_Partner Service,1410881,Run TestCase - CheckEmailNotification,https://gdcqatestrail01/testrail/index.php?/tests/view/177234048,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254713-2024-06-30-03-56-00--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254713-2024-06-30-03-56-00--response.txt
ACHPULL - Plaid - MoreThenOneAccount - 630,BaaS_Partner Service,1410881,Run TestCase - LinkExternalBankAccount - TwoAccounts,https://gdcqatestrail01/testrail/index.php?/tests/view/177234134,None,None
ACHPull - Plaid - SubSequentTransfer,BaaS_Partner Service,1410881,Run TestCase - ACHCALLBACK,https://gdcqatestrail01/testrail/index.php?/tests/view/177234067,https://gdcqatestrail01.nextestate.com:448/108/1410881/201255294-2024-06-30-03-49-17--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201255294-2024-06-30-03-49-17--response.txt
ACHPull - Plaid - InsufficientBalance,BaaS_Partner Service,1410881,Run TestCase - ACHCALLBACK,https://gdcqatestrail01/testrail/index.php?/tests/view/177234066,https://gdcqatestrail01.nextestate.com:448/108/1410881/201255293-2024-06-30-03-48-23--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201255293-2024-06-30-03-48-23--response.txt
GetTransactions - BySearch-ElasticSearch,BaaS_Partner Service,1410881,Run TestCase - Enrollments,https://gdcqatestrail01/testrail/index.php?/tests/view/177234022,https://gdcqatestrail01.nextestate.com:448/108/1410881/201506714-2024-06-30-03-40-05--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201506714-2024-06-30-03-40-05--response.txt
